topic_a,topic_b,cutoff_year,prediction_window_start,prediction_window_end,adamic_adar_score,common_neighbour_count,degree_a,degree_b,jaccard_coefficient,preferential_attachment,weighted_degree_a,weighted_degree_b,true_label,predicted_label,prediction_score,error_type,rank
https://openalex.org/T11468,https://openalex.org/T11642,2015,2016,2020,2.1063297048746943,5,10,11,0.3125,110,18.0,26.0,0,1,0.9900618601822986,false_positive,15
https://openalex.org/T10261,https://openalex.org/T11482,2015,2016,2020,1.7808037741968956,5,17,11,0.21739130434782608,187,32.0,26.0,0,1,0.9894016067827002,false_positive,16
https://openalex.org/T10885,https://openalex.org/T13664,2015,2016,2020,1.7488197672043075,5,25,9,0.1724137931034483,225,62.0,18.0,0,1,0.9888794348356875,false_positive,17
https://openalex.org/T10222,https://openalex.org/T11287,2015,2016,2020,1.7281137652653216,5,11,13,0.2631578947368421,143,16.0,20.0,0,1,0.9859818121185165,false_positive,18
https://openalex.org/T10261,https://openalex.org/T11287,2015,2016,2020,1.7281137652653216,5,17,13,0.2,221,32.0,20.0,1,1,0.9856968556344348,true_positive,19
https://openalex.org/T10521,https://openalex.org/T11289,2015,2016,2020,1.9218820093238964,5,18,6,0.2631578947368421,108,50.0,8.0,0,1,0.985669452022584,false_positive,20
https://openalex.org/T11482,https://openalex.org/T11642,2015,2016,2020,1.6716604171446705,5,11,11,0.29411764705882354,121,26.0,26.0,0,1,0.9856251167974004,false_positive,21
https://openalex.org/T10012,https://openalex.org/T10885,2015,2016,2020,1.3852349079474375,4,11,25,0.125,275,32.0,62.0,0,1,0.9854988924980987,false_positive,22
https://openalex.org/T10751,https://openalex.org/T10885,2015,2016,2020,1.2042829971922593,3,4,25,0.11538461538461539,100,4.0,62.0,0,1,0.985420107291154,false_positive,23
https://openalex.org/T10222,https://openalex.org/T13664,2015,2016,2020,1.8015097761358816,5,11,9,0.3333333333333333,99,16.0,18.0,0,1,0.9849017865785364,false_positive,24
https://openalex.org/T11482,https://openalex.org/T13664,2015,2016,2020,1.8015097761358816,5,11,9,0.3333333333333333,99,26.0,18.0,0,1,0.9830329022874416,false_positive,25
https://openalex.org/T11177,https://openalex.org/T11948,2015,2016,2020,2.164042561333445,4,9,17,0.18181818181818182,153,14.0,24.0,0,1,0.9822178803891943,false_positive,26
https://openalex.org/T10120,https://openalex.org/T10885,2015,2016,2020,1.1831421960880644,3,6,25,0.10714285714285714,150,10.0,62.0,0,1,0.9812109922537887,false_positive,27
https://openalex.org/T10015,https://openalex.org/T10269,2015,2016,2020,1.9918801154769432,5,36,9,0.125,324,158.0,10.0,0,1,0.9798185268075283,false_positive,28
https://openalex.org/T10594,https://openalex.org/T10887,2015,2016,2020,1.2042829971922593,3,3,23,0.13043478260869565,69,4.0,50.0,0,1,0.9787375049212799,false_positive,29
https://openalex.org/T10015,https://openalex.org/T11468,2015,2016,2020,1.802014575854459,5,36,10,0.12195121951219512,360,158.0,18.0,1,1,0.9767986563939981,true_positive,30
https://openalex.org/T10044,https://openalex.org/T10798,2015,2016,2020,1.8248486497827638,4,16,9,0.19047619047619047,144,38.0,24.0,0,1,0.9761190513351463,false_positive,31
https://openalex.org/T10066,https://openalex.org/T10261,2015,2016,2020,1.6029530204200955,4,12,17,0.16,204,26.0,32.0,0,1,0.9739972169390865,false_positive,32
https://openalex.org/T10320,https://openalex.org/T10500,2015,2016,2020,1.783781792672743,4,17,11,0.16666666666666666,187,31.0,20.0,0,1,0.97366927781408,false_positive,33
https://openalex.org/T10044,https://openalex.org/T12613,2015,2016,2020,1.8248486497827638,4,16,9,0.19047619047619047,144,38.0,20.0,0,1,0.9733640592719376,false_positive,34
https://openalex.org/T10002,https://openalex.org/T10211,2015,2016,2020,1.8248486497827638,4,16,8,0.2,128,28.0,14.0,0,1,0.9730495698133992,false_positive,35
https://openalex.org/T10887,https://openalex.org/T11162,2015,2016,2020,1.6640405430510523,4,23,13,0.125,299,50.0,28.0,0,1,0.9713654137798932,false_positive,36
https://openalex.org/T10222,https://openalex.org/T11791,2015,2016,2020,1.3256841608834768,4,11,12,0.21052631578947367,132,16.0,32.0,0,1,0.9712212111208294,false_positive,37
https://openalex.org/T10885,https://openalex.org/T13937,2015,2016,2020,1.573127320154918,4,25,8,0.13793103448275862,200,62.0,12.0,0,1,0.971076868803295,false_positive,38
https://openalex.org/T10015,https://openalex.org/T10044,2015,2016,2020,2.47340368917458,5,36,16,0.10638297872340426,576,158.0,38.0,1,1,0.9707420890627823,true_positive,39
https://openalex.org/T10120,https://openalex.org/T11162,2015,2016,2020,1.5438159563103053,4,6,13,0.26666666666666666,78,10.0,28.0,0,1,0.9703809673733869,false_positive,40
https://openalex.org/T11213,https://openalex.org/T11482,2015,2016,2020,1.4618747852930944,4,12,11,0.21052631578947367,132,18.0,26.0,0,1,0.9698565053991454,false_positive,41
https://openalex.org/T10604,https://openalex.org/T11791,2015,2016,2020,1.4618747852930944,4,8,12,0.25,96,20.0,32.0,0,1,0.9693323894089926,false_positive,42
https://openalex.org/T10012,https://openalex.org/T11642,2015,2016,2020,1.6722879464886675,4,11,11,0.2222222222222222,121,32.0,26.0,0,1,0.9683608432463806,false_positive,43
https://openalex.org/T11289,https://openalex.org/T11791,2015,2016,2020,1.3637713827726492,4,6,12,0.2857142857142857,72,8.0,32.0,0,1,0.9683509667220119,false_positive,44
https://openalex.org/T10012,https://openalex.org/T13664,2015,2016,2020,1.9633431421196805,4,11,9,0.25,99,32.0,18.0,0,1,0.9676282657999256,false_positive,45
https://openalex.org/T10066,https://openalex.org/T11482,2015,2016,2020,1.447271998250693,4,12,11,0.21052631578947367,132,26.0,26.0,0,1,0.9665913863923651,false_positive,46
https://openalex.org/T10002,https://openalex.org/T11881,2015,2016,2020,1.6607842321003583,4,16,4,0.25,64,28.0,6.0,0,1,0.9665610531175574,false_positive,47
https://openalex.org/T11287,https://openalex.org/T11970,2015,2016,2020,1.4667623960104779,4,13,9,0.2222222222222222,117,20.0,20.0,0,1,0.9659929406416891,false_positive,48
https://openalex.org/T10269,https://openalex.org/T10887,2015,2016,2020,1.1870209067132538,3,9,23,0.10344827586206896,207,10.0,50.0,0,1,0.9657769429999984,false_positive,49
https://openalex.org/T10769,https://openalex.org/T10885,2015,2016,2020,0.8069036366755264,2,2,25,0.08,50,2.0,62.0,0,1,0.9649246644390875,false_positive,50
https://openalex.org/T10683,https://openalex.org/T10885,2015,2016,2020,1.2352458628142324,2,5,25,0.07142857142857142,125,10.0,62.0,0,1,0.9640922938261673,false_positive,51
https://openalex.org/T10434,https://openalex.org/T11213,2015,2016,2020,1.6063269313267072,4,9,12,0.23529411764705882,108,14.0,18.0,0,1,0.9640362309420789,false_positive,52
https://openalex.org/T11307,https://openalex.org/T11512,2015,2016,2020,1.9450732365235108,4,10,8,0.2857142857142857,80,14.0,10.0,0,1,0.9633768019257992,false_positive,53
https://openalex.org/T10521,https://openalex.org/T13937,2015,2016,2020,1.573127320154918,4,18,8,0.18181818181818182,144,50.0,12.0,0,1,0.9612438340238746,false_positive,54
https://openalex.org/T10594,https://openalex.org/T10885,2015,2016,2020,0.7872506057680129,2,3,25,0.07692307692307693,75,4.0,62.0,0,1,0.9604035732440831,false_positive,55
https://openalex.org/T11289,https://openalex.org/T11482,2015,2016,2020,1.3637713827726492,4,6,11,0.3076923076923077,66,8.0,26.0,0,1,0.9602096635573757,false_positive,56
https://openalex.org/T10044,https://openalex.org/T12748,2015,2016,2020,1.6496478443634084,4,16,4,0.25,64,38.0,4.0,0,1,0.9601043393744413,false_positive,57
https://openalex.org/T10515,https://openalex.org/T10885,2015,2016,2020,0.8979307383872341,2,4,25,0.07407407407407407,100,6.0,62.0,0,1,0.9594365411752238,false_positive,58
https://openalex.org/T10222,https://openalex.org/T11269,2015,2016,2020,1.4825807872320804,4,11,9,0.25,99,16.0,16.0,0,1,0.9592246988209899,false_positive,59
https://openalex.org/T10604,https://openalex.org/T11642,2015,2016,2020,1.3527314282408693,4,8,11,0.26666666666666666,88,20.0,26.0,0,1,0.9592023991602673,false_positive,60
https://openalex.org/T10211,https://openalex.org/T10521,2015,2016,2020,1.069473994377322,3,8,18,0.13043478260869565,144,14.0,50.0,0,1,0.9591948776292897,false_positive,61
https://openalex.org/T10222,https://openalex.org/T11468,2015,2016,2020,1.3849821844302128,4,11,10,0.23529411764705882,110,16.0,18.0,0,1,0.9590064363530943,false_positive,62
https://openalex.org/T11289,https://openalex.org/T11642,2015,2016,2020,1.2985230147105107,4,6,11,0.3076923076923077,66,8.0,26.0,0,1,0.9582283459262114,false_positive,63
https://openalex.org/T10434,https://openalex.org/T10604,2015,2016,2020,1.4590963523853098,4,9,8,0.3076923076923077,72,14.0,20.0,0,1,0.9561410857417298,false_positive,64
https://openalex.org/T10887,https://openalex.org/T11354,2015,2016,2020,1.1512073180132885,3,23,3,0.13043478260869565,69,50.0,16.0,0,1,0.9550224343196291,false_positive,65
https://openalex.org/T10640,https://openalex.org/T10885,2015,2016,2020,0.9690179556831694,2,6,25,0.06896551724137931,150,6.0,62.0,0,1,0.954477673744965,false_positive,66
https://openalex.org/T13398,https://openalex.org/T13748,2015,2016,2020,1.7354557367982821,4,11,5,0.3333333333333333,55,13.0,6.0,0,1,0.9530721237608948,false_positive,67
https://openalex.org/T11642,https://openalex.org/T13664,2015,2016,2020,1.3463901628224628,4,11,9,0.25,99,26.0,18.0,0,1,0.9521072516147269,false_positive,68
https://openalex.org/T11642,https://openalex.org/T11970,2015,2016,2020,1.254628025720424,4,11,9,0.25,99,26.0,20.0,0,1,0.9514074416678558,false_positive,69
https://openalex.org/T10742,https://openalex.org/T10887,2015,2016,2020,0.9605402309330919,2,2,23,0.08695652173913043,46,2.0,50.0,0,1,0.9504667676689699,false_positive,70
https://openalex.org/T10521,https://openalex.org/T11287,2015,2016,2020,1.3256841608834768,4,18,13,0.14814814814814814,234,50.0,20.0,0,1,0.9501129581734337,false_positive,71
https://openalex.org/T10012,https://openalex.org/T10222,2015,2016,2020,1.4060600393576044,4,11,11,0.2222222222222222,121,32.0,16.0,0,1,0.9495253192767523,false_positive,72
https://openalex.org/T11970,https://openalex.org/T13664,2015,2016,2020,1.3463901628224628,4,9,9,0.2857142857142857,81,20.0,18.0,0,1,0.9483878448842932,false_positive,73
https://openalex.org/T10836,https://openalex.org/T12114,2015,2016,2020,1.6882400896371441,4,7,9,0.3333333333333333,63,12.0,10.0,0,1,0.9466977635441121,false_positive,74
https://openalex.org/T10012,https://openalex.org/T10521,2015,2016,2020,1.0531039154928432,3,11,18,0.11538461538461539,198,32.0,50.0,0,1,0.9458032787027311,false_positive,75
https://openalex.org/T10136,https://openalex.org/T10206,2015,2016,2020,0.8367240862850964,2,11,24,0.06060606060606061,264,14.0,78.0,0,1,0.9457086510856035,false_positive,76
https://openalex.org/T10222,https://openalex.org/T12254,2015,2016,2020,1.254628025720424,4,11,4,0.36363636363636365,44,16.0,16.0,0,1,0.9448639721575742,false_positive,77
https://openalex.org/T12196,https://openalex.org/T12880,2015,2016,2020,1.2966917204986474,3,4,18,0.15789473684210525,72,6.0,26.0,0,1,0.9447701168258238,false_positive,78
https://openalex.org/T10769,https://openalex.org/T10887,2015,2016,2020,0.8069036366755264,2,2,23,0.08695652173913043,46,2.0,50.0,0,1,0.9445393970655978,false_positive,79
https://openalex.org/T10885,https://openalex.org/T11928,2015,2016,2020,1.1896802101498576,3,25,3,0.12,75,62.0,4.0,0,1,0.9435351392047983,false_positive,80
https://openalex.org/T10066,https://openalex.org/T10887,2015,2016,2020,0.9921523849372742,3,12,23,0.09375,276,26.0,50.0,0,1,0.9421388354261252,false_positive,81
https://openalex.org/T10826,https://openalex.org/T13283,2015,2016,2020,1.5271285822344165,3,3,17,0.17647058823529413,51,4.0,19.0,0,1,0.9421026748418067,false_positive,82
https://openalex.org/T11652,https://openalex.org/T12535,2015,2016,2020,1.905035915959576,3,6,13,0.1875,78,6.0,17.0,1,1,0.9418985261934124,true_positive,83
https://openalex.org/T10136,https://openalex.org/T10320,2015,2016,2020,1.3050640741175197,3,11,17,0.12,187,14.0,31.0,0,1,0.9393224161227133,false_positive,84
https://openalex.org/T11871,https://openalex.org/T14374,2015,2016,2020,1.800780495670471,3,15,5,0.17647058823529413,75,17.0,6.0,0,1,0.9392287053932885,false_positive,85
https://openalex.org/T10002,https://openalex.org/T10015,2015,2016,2020,0.3898712452512801,1,16,36,0.0196078431372549,576,28.0,158.0,0,1,0.938950654017362,false_positive,86
https://openalex.org/T11642,https://openalex.org/T12254,2015,2016,2020,1.254628025720424,4,11,4,0.36363636363636365,44,26.0,16.0,0,1,0.9383493559585362,false_positive,88
https://openalex.org/T11482,https://openalex.org/T12254,2015,2016,2020,1.254628025720424,4,11,4,0.36363636363636365,44,26.0,16.0,0,1,0.9383493559585362,false_positive,87
https://openalex.org/T10211,https://openalex.org/T10885,2015,2016,2020,0.8770396154550482,2,8,25,0.06451612903225806,200,14.0,62.0,0,1,0.9370165385526791,false_positive,89
https://openalex.org/T11881,https://openalex.org/T11948,2015,2016,2020,1.270912986849078,3,4,17,0.16666666666666666,68,6.0,24.0,0,1,0.9370062018714681,false_positive,90
https://openalex.org/T10044,https://openalex.org/T10887,2015,2016,2020,1.3849852297754286,3,16,23,0.08333333333333333,368,38.0,50.0,1,1,0.9352317780706195,true_positive,91
https://openalex.org/T13283,https://openalex.org/T13309,2015,2016,2020,1.224897207070962,3,17,9,0.13043478260869565,153,19.0,20.0,0,1,0.9337694124647021,false_positive,92
https://openalex.org/T10878,https://openalex.org/T10885,2015,2016,2020,0.9040868828124409,2,9,25,0.0625,225,14.0,62.0,1,1,0.9328960260918068,true_positive,93
https://openalex.org/T10185,https://openalex.org/T10206,2015,2016,2020,0.43429448190325176,1,2,24,0.04,48,2.0,78.0,0,1,0.9319397594483981,false_positive,94
https://openalex.org/T10320,https://openalex.org/T12761,2015,2016,2020,1.5921171126587497,3,17,5,0.15789473684210525,85,31.0,6.0,0,1,0.930773726282265,false_positive,95
https://openalex.org/T10002,https://openalex.org/T10939,2015,2016,2020,1.631586747071319,3,16,3,0.1875,48,28.0,4.0,0,1,0.9300208025530502,false_positive,96
https://openalex.org/T12114,https://openalex.org/T13283,2015,2016,2020,1.4407969303657029,3,9,17,0.13043478260869565,153,10.0,19.0,0,1,0.9299825603054794,false_positive,97
https://openalex.org/T10434,https://openalex.org/T11791,2015,2016,2020,1.1512073180132885,3,9,12,0.16666666666666666,108,14.0,32.0,0,1,0.9299397472192859,false_positive,98
https://openalex.org/T10015,https://openalex.org/T10751,2015,2016,2020,1.1870209067132538,3,36,4,0.08108108108108109,144,158.0,4.0,0,1,0.9287982553787418,false_positive,99
https://openalex.org/T11213,https://openalex.org/T11791,2015,2016,2020,1.0448423938688483,3,12,12,0.14285714285714285,144,18.0,32.0,0,1,0.9277540116975261,false_positive,100
https://openalex.org/T10836,https://openalex.org/T10887,2015,2016,2020,1.0320149877242877,2,7,23,0.07142857142857142,161,12.0,50.0,1,1,0.9270339014416854,true_positive,101
https://openalex.org/T10078,https://openalex.org/T10083,2015,2016,2020,1.2022458674074694,2,9,20,0.07407407407407407,180,16.0,52.0,0,1,0.9248190704916496,false_positive,102
https://openalex.org/T10206,https://openalex.org/T12947,2015,2016,2020,1.1687494974004207,3,24,3,0.125,72,78.0,4.0,0,1,0.9245559698706789,false_positive,103
https://openalex.org/T10005,https://openalex.org/T10206,2015,2016,2020,0.7213475204444817,1,5,24,0.03571428571428571,120,10.0,78.0,0,1,0.9242196317040736,false_positive,104
https://openalex.org/T11970,https://openalex.org/T12254,2015,2016,2020,1.254628025720424,4,9,4,0.4444444444444444,36,20.0,16.0,0,1,0.9228167536685068,false_positive,105
https://openalex.org/T11948,https://openalex.org/T12646,2015,2016,2020,1.270912986849078,3,17,4,0.16666666666666666,68,24.0,6.0,0,1,0.922688062465239,false_positive,106
https://openalex.org/T10804,https://openalex.org/T11542,2015,2016,2020,1.585570967293203,3,17,9,0.13043478260869565,153,34.0,10.0,0,1,0.9218823897461952,false_positive,107
https://openalex.org/T10412,https://openalex.org/T10885,2015,2016,2020,0.7213475204444817,1,2,25,0.038461538461538464,50,2.0,62.0,0,1,0.9213001501741072,false_positive,108
https://openalex.org/T10269,https://openalex.org/T11642,2015,2016,2020,1.172418119670852,3,9,11,0.17647058823529413,99,10.0,26.0,0,1,0.9212022449473088,false_positive,109
https://openalex.org/T11287,https://openalex.org/T11791,2015,2016,2020,0.9086517694592305,3,13,12,0.13636363636363635,156,20.0,32.0,0,1,0.9207857581329199,false_positive,110
https://openalex.org/T10144,https://openalex.org/T10206,2015,2016,2020,0.35295612386476116,1,3,24,0.038461538461538464,72,4.0,78.0,0,1,0.9204838846725925,false_positive,111
https://openalex.org/T10515,https://openalex.org/T10521,2015,2016,2020,0.8979307383872341,2,4,18,0.1,72,6.0,50.0,0,1,0.919970802833653,false_positive,112
https://openalex.org/T10261,https://openalex.org/T11791,2015,2016,2020,0.9086517694592305,3,17,12,0.11538461538461539,204,32.0,32.0,0,1,0.918455820591882,false_positive,113
https://openalex.org/T10804,https://openalex.org/T13309,2015,2016,2020,1.1562300876293534,3,17,9,0.13043478260869565,153,34.0,20.0,0,1,0.9179545777840558,false_positive,114
https://openalex.org/T11871,https://openalex.org/T13283,2015,2016,2020,1.4407969303657029,3,15,17,0.10344827586206896,255,17.0,19.0,0,1,0.9172757404340721,false_positive,115
https://openalex.org/T10629,https://openalex.org/T12664,2015,2016,2020,1.2257247308601333,3,16,3,0.1875,48,28.0,8.0,0,1,0.9155913804522888,false_positive,116
https://openalex.org/T10261,https://openalex.org/T12254,2015,2016,2020,0.9086517694592305,3,17,4,0.16666666666666666,68,32.0,16.0,0,1,0.9155463175722014,false_positive,117
https://openalex.org/T10261,https://openalex.org/T10604,2015,2016,2020,1.006755171979676,3,17,8,0.13636363636363635,136,32.0,20.0,0,1,0.9148691187373663,false_positive,118
https://openalex.org/T10243,https://openalex.org/T10885,2015,2016,2020,0.9690179556831694,2,12,25,0.05714285714285714,300,18.0,62.0,0,1,0.9143155435751679,false_positive,119
https://openalex.org/T10845,https://openalex.org/T11871,2015,2016,2020,1.2537564777093428,3,3,15,0.2,45,4.0,17.0,0,1,0.9142231686288507,false_positive,120
https://openalex.org/T10887,https://openalex.org/T11269,2015,2016,2020,1.080151182850236,3,23,9,0.10344827586206896,207,50.0,16.0,0,1,0.914209896465279,false_positive,121
https://openalex.org/T10462,https://openalex.org/T12535,2015,2016,2020,1.4085855403276248,3,4,13,0.21428571428571427,52,4.0,17.0,0,1,0.9135439750566999,false_positive,122
https://openalex.org/T10932,https://openalex.org/T11791,2015,2016,2020,0.9086517694592305,3,6,12,0.2,72,8.0,32.0,0,1,0.9133559911455896,false_positive,123
https://openalex.org/T10050,https://openalex.org/T10206,2015,2016,2020,0.45511961331341866,1,5,24,0.03571428571428571,120,5.0,78.0,0,1,0.9132285147993973,false_positive,124
https://openalex.org/T10215,https://openalex.org/T10885,2015,2016,2020,0.5581106265512472,1,2,25,0.038461538461538464,50,2.0,62.0,0,1,0.9116061753330313,false_positive,125
https://openalex.org/T11447,https://openalex.org/T12535,2015,2016,2020,1.2889740841411677,3,10,13,0.15,130,13.0,17.0,0,1,0.911280336903131,false_positive,126
https://openalex.org/T10629,https://openalex.org/T11700,2015,2016,2020,1.2257247308601333,3,16,3,0.1875,48,28.0,6.0,0,1,0.9111612726298237,false_positive,127
https://openalex.org/T11642,https://openalex.org/T11791,2015,2016,2020,0.9086517694592305,3,11,12,0.15,132,26.0,32.0,0,1,0.9106108439000362,false_positive,128
https://openalex.org/T10064,https://openalex.org/T10885,2015,2016,2020,0.8770396154550482,2,12,25,0.05714285714285714,300,16.0,62.0,0,1,0.9105045609506363,false_positive,129
https://openalex.org/T11269,https://openalex.org/T11482,2015,2016,2020,1.080151182850236,3,9,11,0.17647058823529413,99,16.0,26.0,0,1,0.9101934134966679,false_positive,130
https://openalex.org/T10434,https://openalex.org/T11642,2015,2016,2020,1.0420639609610636,3,9,11,0.17647058823529413,99,14.0,26.0,0,1,0.9097139553830332,false_positive,131
https://openalex.org/T10303,https://openalex.org/T10521,2015,2016,2020,0.750545005473521,2,5,18,0.09523809523809523,90,6.0,50.0,0,1,0.9091406278981632,false_positive,132
https://openalex.org/T10500,https://openalex.org/T12535,2015,2016,2020,1.3322252202904858,3,11,13,0.14285714285714285,143,20.0,17.0,0,1,0.9090715831126439,false_positive,133
https://openalex.org/T11287,https://openalex.org/T11482,2015,2016,2020,0.9086517694592305,3,13,11,0.14285714285714285,143,20.0,26.0,0,1,0.9090431704182836,false_positive,134
https://openalex.org/T10885,https://openalex.org/T11269,2015,2016,2020,1.0274611739186619,3,25,9,0.0967741935483871,225,62.0,16.0,0,1,0.907458063691914,false_positive,135
https://openalex.org/T11269,https://openalex.org/T11642,2015,2016,2020,1.0274611739186619,3,9,11,0.17647058823529413,99,16.0,26.0,0,1,0.9067928652056992,false_positive,136
https://openalex.org/T10002,https://openalex.org/T10683,2015,2016,2020,1.1035011293382821,3,16,5,0.16666666666666666,80,28.0,10.0,0,1,0.906647467248505,false_positive,137
https://openalex.org/T10261,https://openalex.org/T13664,2015,2016,2020,1.0004139065612692,3,17,9,0.13043478260869565,153,32.0,18.0,0,1,0.9056476465622209,false_positive,138
https://openalex.org/T10120,https://openalex.org/T11642,2015,2016,2020,1.105929916499805,3,6,11,0.21428571428571427,66,10.0,26.0,0,1,0.9055610556340553,false_positive,139
https://openalex.org/T10136,https://openalex.org/T11307,2015,2016,2020,1.2878019836385142,3,11,10,0.16666666666666666,110,14.0,14.0,0,1,0.9044110419229425,false_positive,140
https://openalex.org/T10261,https://openalex.org/T11970,2015,2016,2020,0.9086517694592305,3,17,9,0.13043478260869565,153,32.0,20.0,0,1,0.904337177027836,false_positive,141
https://openalex.org/T10261,https://openalex.org/T10434,2015,2016,2020,1.113120096124116,3,17,9,0.13043478260869565,153,32.0,14.0,0,1,0.9035331547546749,false_positive,142
https://openalex.org/T10885,https://openalex.org/T11162,2015,2016,2020,1.1831421960880644,3,25,13,0.08571428571428572,325,62.0,28.0,0,1,0.9035135901778544,false_positive,143
https://openalex.org/T10775,https://openalex.org/T12535,2015,2016,2020,1.2681489527310008,3,4,13,0.21428571428571427,52,6.0,17.0,0,1,0.9024668398770626,false_positive,144
https://openalex.org/T10269,https://openalex.org/T10521,2015,2016,2020,0.8340647828484926,2,9,18,0.08,162,10.0,50.0,0,1,0.9017419446387029,false_positive,145
https://openalex.org/T10257,https://openalex.org/T10885,2015,2016,2020,0.40242960438184466,1,2,25,0.038461538461538464,50,2.0,62.0,0,1,0.9013694121224037,false_positive,146
https://openalex.org/T10593,https://openalex.org/T10885,2015,2016,2020,0.40242960438184466,1,2,25,0.038461538461538464,50,2.0,62.0,0,1,0.9013694121224037,false_positive,147
https://openalex.org/T10629,https://openalex.org/T12168,2015,2016,2020,1.1485124512718738,3,16,3,0.1875,48,28.0,4.0,0,1,0.9013171015253787,false_positive,148
https://openalex.org/T10519,https://openalex.org/T10521,2015,2016,2020,0.6295964561836069,2,4,18,0.1,72,8.0,50.0,0,1,0.9011344239483202,false_positive,149
https://openalex.org/T10015,https://openalex.org/T10621,2015,2016,2020,1.2147543500922469,3,36,6,0.07692307692307693,216,158.0,6.0,0,1,0.9006366788537383,false_positive,150
https://openalex.org/T10123,https://openalex.org/T10885,2015,2016,2020,0.3898712452512801,1,2,25,0.038461538461538464,50,2.0,62.0,0,1,0.9004991748818924,false_positive,151
https://openalex.org/T10002,https://openalex.org/T10591,2015,2016,2020,1.1687494974004207,3,16,4,0.17647058823529413,64,28.0,4.0,0,1,0.8996091921306009,false_positive,152
https://openalex.org/T10012,https://openalex.org/T11482,2015,2016,2020,1.0531039154928432,3,11,11,0.15789473684210525,121,32.0,26.0,0,1,0.8994904970483166,false_positive,153
https://openalex.org/T11287,https://openalex.org/T11468,2015,2016,2020,1.0320260605654517,3,13,10,0.15,130,20.0,18.0,0,1,0.8993131119893647,false_positive,154
https://openalex.org/T11287,https://openalex.org/T13664,2015,2016,2020,1.0004139065612692,3,13,9,0.15789473684210525,117,20.0,18.0,0,1,0.8984039235046617,false_positive,155
https://openalex.org/T10015,https://openalex.org/T11710,2015,2016,2020,1.1104948031465947,3,36,6,0.07692307692307693,216,158.0,8.0,0,1,0.8983819564391339,false_positive,156
https://openalex.org/T10467,https://openalex.org/T11577,2015,2016,2020,1.7770936928613492,3,9,6,0.25,54,13.0,6.0,0,1,0.8980995292927385,false_positive,157
https://openalex.org/T11542,https://openalex.org/T12443,2015,2016,2020,1.1304513539797845,3,9,8,0.21428571428571427,72,10.0,20.0,0,1,0.8979991451135573,false_positive,158
https://openalex.org/T10261,https://openalex.org/T13937,2015,2016,2020,1.0150166936036709,3,17,8,0.13636363636363635,136,32.0,12.0,0,1,0.896320331764468,false_positive,159
https://openalex.org/T10002,https://openalex.org/T10083,2015,2016,2020,1.3426824550040934,2,16,20,0.058823529411764705,320,28.0,52.0,0,1,0.8961914786000583,false_positive,160
